done,split,idx_in_split,overlay_path,image_path,mask_path,checker,check_date,notes
"","training","1307","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_374.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_374.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_374.png","","",""
"","training","1308","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_375.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_375.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_375.png","","",""
"","training","1309","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_376.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_376.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_376.png","","",""
"","training","1310","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_378.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_378.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_378.png","","",""
"","training","1311","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_379.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_379.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_379.png","","",""
"","training","1312","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_38.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_38.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_38.png","","",""
"","training","1313","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_380.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_380.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_380.png","","",""
"","training","1314","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_381.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_381.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_381.png","","",""
"","training","1315","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_382.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_382.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_382.png","","",""
"","training","1316","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_384.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_384.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_384.png","","",""
"","training","1317","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_385.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_385.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_385.png","","",""
"","training","1318","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_386.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_386.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_386.png","","",""
"","training","1319","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_387.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_387.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_387.png","","",""
"","training","1320","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_388.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_388.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_388.png","","",""
"","training","1321","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_389.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_389.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_389.png","","",""
"","training","1322","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_39.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_39.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_39.png","","",""
"","training","1323","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_390.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_390.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_390.png","","",""
"","training","1324","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_391.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_391.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_391.png","","",""
"","training","1325","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_392.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_392.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_392.png","","",""
"","training","1326","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_393.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_393.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_393.png","","",""
"","training","1327","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_394.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_394.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_394.png","","",""
"","training","1328","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_395.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_395.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_395.png","","",""
"","training","1329","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_396.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_396.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_396.png","","",""
"","training","1330","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_397.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_397.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_397.png","","",""
"","training","1331","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_398.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_398.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_398.png","","",""
"","training","1332","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_399.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_399.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_399.png","","",""
"","training","1333","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_4.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_4.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_4.png","","",""
"","training","1334","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_40.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_40.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_40.png","","",""
"","training","1335","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_400.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_400.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_400.png","","",""
"","training","1336","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_401.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_401.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_401.png","","",""
"","training","1337","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_402.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_402.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_402.png","","",""
"","training","1338","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_403.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_403.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_403.png","","",""
"","training","1339","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_406.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_406.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_406.png","","",""
"","training","1340","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_407.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_407.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_407.png","","",""
"","training","1341","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_408.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_408.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_408.png","","",""
"","training","1342","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_409.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_409.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_409.png","","",""
"","training","1343","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_41.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_41.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_41.png","","",""
"","training","1344","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_410.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_410.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_410.png","","",""
"","training","1345","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_411.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_411.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_411.png","","",""
"","training","1346","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_412.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_412.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_412.png","","",""
"","training","1347","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_413.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_413.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_413.png","","",""
"","training","1348","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_414.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_414.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_414.png","","",""
"","training","1349","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_415.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_415.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_415.png","","",""
"","training","1350","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_416.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_416.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_416.png","","",""
"","training","1351","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_417.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_417.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_417.png","","",""
"","training","1352","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_418.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_418.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_418.png","","",""
"","training","1353","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_419.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_419.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_419.png","","",""
"","training","1354","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_42.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_42.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_42.png","","",""
"","training","1355","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_421.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_421.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_421.png","","",""
"","training","1356","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_422.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_422.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_422.png","","",""
"","training","1357","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_423.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_423.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_423.png","","",""
"","training","1358","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_424.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_424.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_424.png","","",""
"","training","1359","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_425.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_425.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_425.png","","",""
"","training","1360","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_426.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_426.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_426.png","","",""
"","training","1361","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_427.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_427.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_427.png","","",""
"","training","1362","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_429.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_429.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_429.png","","",""
"","training","1363","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_430.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_430.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_430.png","","",""
"","training","1364","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_431.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_431.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_431.png","","",""
"","training","1365","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_432.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_432.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_432.png","","",""
"","training","1366","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_433.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_433.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_433.png","","",""
"","training","1367","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_434.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_434.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_434.png","","",""
"","training","1368","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_435.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_435.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_435.png","","",""
"","training","1369","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_436.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_436.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_436.png","","",""
"","training","1370","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_437.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_437.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_437.png","","",""
"","training","1371","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_438.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_438.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_438.png","","",""
"","training","1372","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_439.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_439.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_439.png","","",""
"","training","1373","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_44.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_44.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_44.png","","",""
"","training","1374","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_440.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_440.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_440.png","","",""
"","training","1375","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_441.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_441.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_441.png","","",""
"","training","1376","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_442.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_442.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_442.png","","",""
"","training","1377","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_443.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_443.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_443.png","","",""
"","training","1378","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_445.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_445.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_445.png","","",""
"","training","1379","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_447.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_447.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_447.png","","",""
"","training","1380","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_448.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_448.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_448.png","","",""
"","training","1381","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_449.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_449.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_449.png","","",""
"","training","1382","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_450.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_450.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_450.png","","",""
"","training","1383","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_451.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_451.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_451.png","","",""
"","training","1384","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_452.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_452.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_452.png","","",""
"","training","1385","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_453.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_453.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_453.png","","",""
"","training","1386","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_454.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_454.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_454.png","","",""
"","training","1387","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_455.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_455.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_455.png","","",""
"","training","1388","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_456.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_456.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_456.png","","",""
"","training","1389","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_457.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_457.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_457.png","","",""
"","training","1390","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_458.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_458.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_458.png","","",""
"","training","1391","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_459.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_459.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_459.png","","",""
"","training","1392","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_46.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_46.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_46.png","","",""
"","training","1393","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_460.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_460.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_460.png","","",""
"","training","1394","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_461.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_461.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_461.png","","",""
"","training","1395","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_462.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_462.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_462.png","","",""
"","training","1396","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_463.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_463.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_463.png","","",""
"","training","1397","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_464.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_464.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_464.png","","",""
"","training","1398","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_465.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_465.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_465.png","","",""
"","training","1399","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_467.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_467.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_467.png","","",""
"","training","1400","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_468.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_468.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_468.png","","",""
"","training","1401","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_469.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_469.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_469.png","","",""
"","training","1402","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_47.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_47.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_47.png","","",""
"","training","1403","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_470.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_470.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_470.png","","",""
"","training","1404","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_471.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_471.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_471.png","","",""
"","training","1405","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_472.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_472.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_472.png","","",""
"","training","1406","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_474.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_474.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_474.png","","",""
"","training","1407","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_475.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_475.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_475.png","","",""
"","training","1408","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_476.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_476.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_476.png","","",""
"","training","1409","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_477.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_477.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_477.png","","",""
"","training","1410","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_478.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_478.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_478.png","","",""
"","training","1411","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_479.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_479.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_479.png","","",""
"","training","1412","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_48.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_48.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_48.png","","",""
"","training","1413","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_481.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_481.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_481.png","","",""
"","training","1414","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_482.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_482.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_482.png","","",""
"","training","1415","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_484.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_484.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_484.png","","",""
"","training","1416","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_485.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_485.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_485.png","","",""
"","training","1417","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_486.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_486.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_486.png","","",""
"","training","1418","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_487.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_487.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_487.png","","",""
"","training","1419","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_488.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_488.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_488.png","","",""
"","training","1420","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_489.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_489.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_489.png","","",""
"","training","1421","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_49.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_49.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_49.png","","",""
"","training","1422","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_490.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_490.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_490.png","","",""
"","training","1423","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_491.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_491.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_491.png","","",""
"","training","1424","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_493.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_493.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_493.png","","",""
"","training","1425","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_494.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_494.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_494.png","","",""
"","training","1426","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_495.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_495.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_495.png","","",""
"","training","1427","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_496.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_496.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_496.png","","",""
"","training","1428","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_497.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_497.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_497.png","","",""
"","training","1429","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_498.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_498.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_498.png","","",""
"","training","1430","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_499.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_499.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_499.png","","",""
"","training","1431","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_5.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_5.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_5.png","","",""
"","training","1432","data/CLP_dataset/clp2k/annotations_overlay/training/smithsonian_50.jpg","data/CLP_dataset/clp2k/images/training/smithsonian_50.jpg","data/CLP_dataset/clp2k/annotations/training/smithsonian_50.png","","",""
